institution,position,address,url,year
 Wichita SU,Assistant Professor of Composition Studies  [20709] ,"Wichita, KS 67260 ",https://apply.interfolio.com/24393,2013-2014
Auburn U,Lecturer  [20735] ,"Auburn University, AL 36849 ",https://apply.interfolio.com/24442,2013-2014
C of the Desert,"Instructor, English - Full time  [20744] ","Palm Desert, CA 92260 ",https://apply.interfolio.com/24447,2013-2014
Chadron SC,English (Writing Specialist) and Humanities Faculty - (Tenure-Track)  [20740] ,"Chadron, NE 69337 ",https://apply.interfolio.com/24445,2013-2014
Coastal Carolina U,Assistant Professor of First Year Writing & Instructional Technologies  [20711] ,"Conway, SC 29528 ",https://apply.interfolio.com/24404,2013-2014
Milwaukee Sch of Engineering,General Studies Faculty  [20736] ,"Milwaukee, WI 53202 ",https://apply.interfolio.com/24443,2013-2014
New Economic School,Lecturer of English  [20738] ,"Moscow, Russia ",https://apply.interfolio.com/24444,2013-2014
"U of North Carolina, Charlotte",Lecturer in Technical/Professional Writing  [20731] ,"Charlotte, NC 28223 ",https://apply.interfolio.com/24463,2013-2014
Merrimack C,Assistant Professor of Contemporary Literataure  [20787] ,"North Andover, MA 01845 ",http://apply.interfolio.com/24512,2013-2014
"Penn State U, New Kensington",Assistant Professor of English and Composition Coordinator  [20786] ,"Kensington, PA 15068 ",https://apply.interfolio.com/24511,2013-2014
 Salem SU,"Faculty, Writing Center Coordinator, Full-Time, Temporary, Fall 2014  [20776] ","Salem, MA 01970 ",https://apply.interfolio.com/24488,2013-2014
Tulane U,Post-Doctoral Teaching Fellowships  [20784] ,"New Orleans, LA 70118 ",http://apply.interfolio.com/24484,2013-2014
"U of North Carolina, Charlotte",Director of the Writing Resources Center  [20783] ,"Charlotte, NC 28223 ",https://apply.interfolio.com/24510,2013-2014
U of South Florida,Visiting Instructor of English  [20750] ,"Tampa, FL 33620",https://apply.interfolio.com/24487,2013-2014
CUNY Graduate Center,Digital Humanities Manager (Academic Program Manager)  [20809] ,"New York, NY 10016 ",https://apply.interfolio.com/24534,2013-2014
"SU of New York, Fashion Inst of Tech","Full-Time, Tenure-track Faculty Digital Rhetoric and Writing at FIT  [20803] ","New York, NY 10001 ",https://apply.interfolio.com/24533,2013-2014
U of the Virgin Islands,Assistant or Associate Professor of English  [20789] ,"St Thomas, VI 00802 ",https://apply.interfolio.com/24531,2013-2014
Virginia Military Inst,Assistant Professor of English  [20816] ,"Lexington, VA 24450 ",https://apply.interfolio.com/24538,2013-2014
 California Baptist U,English Faculty Tenure Track  [20821] ,"Riverside, CA 92503",https://apply.interfolio.com/24580,2013-2014
New Mexico Highlands U,Assistant Professor of English Tenure-Track (English Language and Linguistics)  [20834] ,"Las Vegas, NM 87701",https://apply.interfolio.com/24585,2013-2014
Southern Polytechnic SU,Assistant Professor of English  [20823] ,"Marietta, GA 30060 ",https://apply.interfolio.com/24581,2013-2014
Southern Polytechnic SU,Lecturer of English  [20824] ,"Marietta, GA 30060 ",https://apply.interfolio.com/24582,2013-2014
U of Alabama,Multi-year Contract Instructor Positions  [20825] ,"Tuscaloosa, AL 35487 ",https://apply.interfolio.com/24583,2013-2014
"U of Arkansas, Little Rock",Professor of Professional Writing  [20837] ,"Little Rock, AR 72204",https://apply.interfolio.com/24586,2013-2014
Monmouth U,"Assistant Professor, English  [20844] ","West Long Branch, NJ 07764 ",https://apply.interfolio.com/24590,2013-2014
Santa Clara U,Lecturer  [20830] ," Santa Clara, CA 95053 ",http://apply.interfolio.com/24572,2013-2014
Pittsburg SU,Full Time Temporary Instructor of English  [20870] ,"Pittsburg, KS 66762",https://apply.interfolio.com/24631,2013-2014
Saginaw Valley SU,Assistant Professor of English  [20864] ,"University Center, MI 48710 ",https://apply.interfolio.com/24628,2013-2014
U of Virginia,Instructional Technologist  [20865] ,"Charlottesville, VA 22904 ",https://apply.interfolio.com/24636,2013-2014
West Texas A&M U,Writing Instructor  [20866] ,"Canyon, TX 79016",https://apply.interfolio.com/24629,2013-2014
U of Waterloo,Two Lecturer Positions in Writing Studies  [20873] ," Waterloo, Ontario, Canada",https://apply.interfolio.com/24647,2013-2014
Linguistic Society of America,Director of Communications  [20886] ,"Washington, DC 20036 ",https://apply.interfolio.com/24671,2013-2014
 U of Connecticut,Assistant Professor in Residence and Writing Center Coordinator  [20883] ,"Storrs, CT 06269 ",https://apply.interfolio.com/24668,2013-2014
U of Vermont,Associate Professor of English  [20884] ,"Burlington, VT 05405 ",https://apply.interfolio.com/24669,2013-2014
 U of Virginia,Instructional Technologist  [20865] ,"Charlottesville, VA 22904 ",https://apply.interfolio.com/24636,2013-2014
 Haverford C,Writing Fellows for the College Writing Program  [20896] ,"Haverford, PA 19041 ",http://apply.interfolio.com/24659,2013-2014
Southern New Hampshire U,MFA Administrative Director  [20901] ," Manchester, NH 03106 ",https://apply.interfolio.com/24702,2013-2014
U of Indianapolis,Non-Tenure-Track Instructor or Assistant Professor of English: Composition/Rhetoric  [20909] ," Indianapolis, IN 46227 ",https://apply.interfolio.com/24704,2013-2014
"U of North Carolina, Charlotte",Visiting Lecturer in German  [20903] ,"Charlotte, NC 28223 ",https://apply.interfolio.com/24710,2013-2014
"U of North Carolina, Asheville        ",Assistant Professor of Literature and Language  [20910] ," Asheville, NC 28804 ",https://apply.interfolio.com/24712,2013-2014
Santa Clara U,Assistant Professor in Rhetoric and Composition  [20925] ,"Santa Clara, CA 95053 ",https://apply.interfolio.com/24748,2013-2014
The New York Public Library,Humanities Curator  [20922] ,"New York, NY 10016",https://apply.interfolio.com/24747,2013-2014
" U of Wisconsin, Eau Claire",Visiting Assistant Professor in Writing  [20931] ,"Eau Claire, WI 54702",https://apply.interfolio.com/24749,2013-2014
University of Dayton,Full-Time Lecturer in English: Composition & ESL  [20935] ,"Dayton, OH 45469",https://apply.interfolio.com/24764,2013-2014
Oklahoma SU,"Visiting Assistant Professor–Composition, Technical Writing and/or Undergraduate Literature  [20954] 

","Stillwater, OK 74078 ",https://apply.interfolio.com/24777,2013-2014
U of the Pacific,Visiting Assistant Professor  [20949] ,"Stockton, CA 95211 ",https://apply.interfolio.com/24793,2013-2014
 Westminster C,"One-Year Faculty Positon in Communication  [20955] 

","Salt Lake City, UT 84105 ",https://apply.interfolio.com/24792,2013-2014
Bowdoin C,Director of Writing and Rhetoric  [20968] ,"Brunswick, ME 04011 ",https://apply.interfolio.com/24834,2013-2014
" U of Nevada, Reno",Lecturer/Assistant Director  [20974] ,"Reno, NV 89557 ",https://apply.interfolio.com/24831,2013-2014
North Central C,English  [20992] ,"Naperville, IL 60540 ",https://apply.interfolio.com/24838,2013-2014
Roosevelt U,Lecturer in English Composition  [20998] ,"Chicago, IL 60605 ",https://apply.interfolio.com/24943,2013-2014
"U of Nevada, Reno","Postdoctoral Fellow, English  [20987] ","Reno, NV 89557 ",https://apply.interfolio.com/24941,2013-2014
Ohio Northern U,Visiting Assistant Professor of Professional Writing & Rhetoric  [21007] ,"Ada, OH 45810",https://apply.interfolio.com/24970,2013-2014
Southwestern Oklahoma SU,"Assistant Professor of English, Tenure-track, Department of Language & Literature, Position 14-F035  [21002] ","Weatherford, OK 73096 ",https://apply.interfolio.com/24968,2013-2014
Ball SU,Contract Faculty Position/Writing Instructor  [21054] ,"Muncie, IN 47306 ",https://apply.interfolio.com/25032,2013-2014
U of Maine,"Assistant Professor of Composition Studies, Fixed-Length  [21056] ","Orono, ME 04469 ",https://apply.interfolio.com/25033,2013-2014
Podomoro University (Babson Global),Assistant Professor of English Rhetoric  [21072] ,"Jakarta, Indonesia",http://apply.interfolio.com/25048,2013-2014
Dartmouth C,Interim Director of Student Support Services  [21089] ,"Hanover, NH 03755 ",https://apply.interfolio.com/25126,2013-2014
 Minot SU,English Tenure Track: Writing  [21082] ,"Minot, ND 58707 ",https://apply.interfolio.com/25120,2013-2014
 U of South Alabama,Visiting Instructor  [21097] ,"Mobile, AL 36688",https://apply.interfolio.com/25161,2013-2014
 Texas A&M U,Lecturer  [21100] ,"College Station, TX 77843 ",https://apply.interfolio.com/25202,2013-2014
Tarrant County College District,English Dual Credit Adjunct  [21114] ,"Fort Worth, TX 76102 ",https://apply.interfolio.com/25254,2013-2014
U of Oregon,Instructor of English Language Learners  [21156] ,"Eugene, OR 97403 ",https://apply.interfolio.com/25331,2013-2014
University of Kentucky,Dept. chair at the rank of Advanced Associate or Full Professor,"Lexington, KY 40506",http://apply.interfolio.com/26340,2014-2015
Ball State University,Assistant Professor  [21425] ,"Muncie, IN 47306",https://apply.interfolio.com/26160,2014-2015
Bentley U,"Tenure-Track Assistant Professor, Composition and Rhetoric  [21480] ","Waltham, MA ",https://apply.interfolio.com/26190,2014-2015
Bowling Green SU,Assistant Professorship in Rhetoric and Composition  [21326] ,"Bowling Green, OH 43403 ",https://apply.interfolio.com/26072,2014-2015
"Brooklyn C, CUNY",Assistant Professor - Rhetoric/Composition (Job # 11176)  [21332] ,"Brooklyn, NY 11210 ",https://apply.interfolio.com/26077,2014-2015
California Polytechnic SU,Assistant Professor of English - Composition and Rhetoric  [21478] ,"San Luis Obispo, CA 93407 ",https://apply.interfolio.com/26188,2014-2015
"California S Polytechnic U, Pomona",Assistant Professor in Rhetoric/Composition  [21452] ,"Pomona, CA 91768 ",https://apply.interfolio.com/26176,2014-2015
"California SU, Los Angeles",Assistant Professor of English  [21380] ,"Los Angeles, CA 90032 ",https://apply.interfolio.com/26127,2014-2015
Denison U,Coordinator of Multilingual Learning  [21342] ,"Granville, OH 43023 ",https://apply.interfolio.com/26082,2014-2015
Fontbonne U,Assistant Professor of English  [21396] ,"St Louis, MO ",https://apply.interfolio.com/25935,2014-2015
"California SU, San Bernardino",Assistant Professor of Rhetoric/Composition  [21467] ,"San Bernardino, CA 92407 ",https://apply.interfolio.com/26185,2014-2015
Georgia Southern U,Assistant Professor of Creative Writing  [21557] ,"Statesboro, GA 30460 ",https://apply.interfolio.com/26398,2014-2015
Gonzaga U,Assistant Professor of English  [21382] ,"Spokane, WA 99258 ",https://apply.interfolio.com/26128,2014-2015
Humboldt SU,English Tenure-track Position  [21401] ,"Arcata, CA 95521 ",https://apply.interfolio.com/26140,2014-2015
Indiana U,Assistant or Associate Professor of Composition and Rhetoric  [21253] ,"Bloomington, IN 47405 ",https://apply.interfolio.com/26053,2014-2015
New Mexico SU,Assistant Professor in Rhetoric and Professional Communication  [21558] ,"Las Cruces, NM 88003 ",https://apply.interfolio.com/26391,2014-2015
Oregon SU,Assistant Professor of English (Rhetoric and Comp/Literacy Studies and English Language Learners)  [21386] ,"Corvallis, OR 97331 ",https://apply.interfolio.com/26130,2014-2015
"Penn State U, Shenango",Instructor of English  [21501] ,"Sharon, PA 16146 ",https://apply.interfolio.com/26254,2014-2015
Portland SU,"Assistant Professor of English, Book Publishing & Digital Humanities  [21351] ","Portland, OR 97207 ",https://apply.interfolio.com/26106,2014-2015
Purdue U,"Advanced-Assistant or Associate Professor of English, Writing Center Administration  [21449] ","West Lafayette, IN 47907 ",https://apply.interfolio.com/26175,2014-2015
"SU of New York, U at Buffalo",Assistant Professor in Rhetoric of Science and Technology  [21440] ,"Buffalo, NY 14260 ",https://apply.interfolio.com/26170,2014-2015
Saint Louis C of Pharmacy,"Associate Professor, English  [21444] ","Saint Louis, MO 63110 ",https://apply.interfolio.com/26173,2014-2015
Saint Mary's C of California,Assistant Professor Rhetoric and Composition  [21481] ,"Moraga, CA 94575 ",https://apply.interfolio.com/26213,2014-2015
Salisbury U,"Assistant Professor, Tenure Track, Composition and Rhetoric: Digital Rhetoric  [21335] ","Salisbury, MD 21801 ",https://apply.interfolio.com/26079,2014-2015
San Jose SU,"Assistant Writing Programs Administrator (Assistant/Associate Professor, Tenure-Track)  [21529] ","San Jose, CA 95192 ",http://apply.interfolio.com/26300,2014-2015
Santa Clara U,Assistant Professor in Rhetoric and Composition  [21462] ,"Santa Clara, CA 95053 ",https://apply.interfolio.com/26181,2014-2015
Southern Connecticut SU,Assistant or Associate Professor of English  [21519] ,"New Haven, CT 06515 ",https://apply.interfolio.com/26293,2014-2015
Temple U,SEARCH CANCELLED Assistant Professor in composition/rhetoric  [21393] ,"Philadelphia, PA 19122 ",https://apply.interfolio.com/26139,2014-2015
Temple U,"Assistant Professor in Writing and ESL, Teaching & Instructional Track  [21553] ","Philadelphia, PA 19122 ",https://apply.interfolio.com/26373,2014-2015
Trinity C,Writing Program Faculty  [21517] ,"Hartford, CT 06106 ",https://apply.interfolio.com/26272,2014-2015
"U of Alabama, Huntsville",Assistant Professor of Technical Writing and New Media  [21584] ,"Huntsville, AL 35899 ",https://apply.interfolio.com/26463,2014-2015
"U of California, Davis",Assistant/Associate Professor in Rhetoric and Composition  [21483] ,"Davis, CA 95616 ",https://apply.interfolio.com/26214,2014-2015
U of Colorado,"Assistant Professor, Writing and Rhetoric  [21443] ","Boulder, CO 80309 ",https://apply.interfolio.com/26172,2014-2015
"U of Illinois, Urbana-Champaign","Director, Writers Workshop - Center for Writing Studies  [21493] ","Urbana, IL 61801 ",https://apply.interfolio.com/26225,2014-2015
"U of Missouri, Kansas City",Assistant Teaching Professor/Coordinator of Writing Assessment  [21310] ,"Kansas City, MO 64110 ",https://apply.interfolio.com/26068,2014-2015
U of Nebraska,Assistant Professor of English  [21390] ,"Lincoln, NE 68588 ",https://apply.interfolio.com/26134,2014-2015
"U of Nebraska, Kearney","Assistant Professor, Digital Rhetorics  [21383] ","Kearney, NE 68849 ",https://apply.interfolio.com/26129,2014-2015
U of Oregon,Instructor of English Language Learners  [21366] ,"Eugene, OR 97403 ",https://apply.interfolio.com/26122,2014-2015
U of Pittsburgh,"Assistant Professor in Composition with specialty in issues of race, ethnicity, or identity.  [21530] ","Pittsburgh, PA 15260 ",https://apply.interfolio.com/26314,2014-2015
U of Pittsburgh,Assistant Professor in Composition with specialty in digital research and pedagogy.  [21531] ,"Pittsburgh, PA 15260 ",https://apply.interfolio.com/26315,2014-2015
U of Pittsburgh,Assistant Professor in Composition with open sub-specialty.  [21532] ,"Pittsburgh, PA 15260 ",https://apply.interfolio.com/26316,2014-2015
U of South Alabama,Composition Director  [21549] ,"Mobile, AL 36688 ",https://apply.interfolio.com/26370,2014-2015
"U of Texas, San Antonio",Assistant Professor of English (Rhetoric and Composition)  [21457] ,"San Antonio, TX 78249 ",https://apply.interfolio.com/26177,2014-2015
U of Utah,Assistant Professor of Writing and Rhetoric  [21464] ,"Salt Lake City, UT 84112 ",https://apply.interfolio.com/26182,2014-2015
U of Washington,Lectureship - University of Washington Interdisciplinary Writing Program.  [21368] ,"Seattle, WA 98195 ",https://apply.interfolio.com/25894,2014-2015
US Air Force Acad,Assistant Professor in English  [21434] ,"USAF Academy, CO 80840",https://apply.interfolio.com/26167,2014-2015
US Military Acad,Assistant/Visiting Professors of English  [21439] ,"West Point, NY 10996 ",https://apply.interfolio.com/26224,2014-2015
Virginia Military Inst,Assistant Professor of English  [21246] ,"Lexington, VA 24450 ",https://apply.interfolio.com/26048,2014-2015
West Virginia U,"THE GEORGE AND JULIA BATES WELCH JACKSON, MARY M. JACKSON AND JULIA BATES JACKSON NICHOLS CHAIR  [21591] ","Morgantown, WV 26506 ",https://apply.interfolio.com/26484,2014-2015
Wheaton C,Non-Tenure Track Lecturer  [21373] ,"Wheaton, IL 60187 ",https://apply.interfolio.com/26125,2014-2015
Xavier U,Assistant Professor of English  [21445] ,"Cincinnati, OH 45207 ",https://apply.interfolio.com/26174,2014-2015
Birmingham-Southern College,"Assistant Professor of English, Director of Writing  [21640] ","Birmingham, AL 35254 ",https://apply.interfolio.com/26567,2014-2015
C of Charleston,Assistant Professor of English  [21656] ,"Charleston, SC 29424 ",https://apply.interfolio.com/26654,2014-2015
Duke U,Writing Studio Director  [21626] ,"Durham, NC 27708 ",https://apply.interfolio.com/26644,2014-2015
Duquesne U,Advanced Assistant or Associate Professor in Writing Studies  [21603] ,"Pittsburgh, PA 15282 ",http://apply.interfolio.com/26480,2014-2015
Elgin Comm C,English Instructor - Spring 2015 (Tenure Track)  [21666] ,"Elgin, IL 60123 ",https://apply.interfolio.com/26656,2014-2015
Louisiana SU & A&M C,"Professor (Associate or Full, Tenure-Track)  [21649] ","Baton Rouge, LA 70803 ",https://apply.interfolio.com/26650,2014-2015
North Dakota SU,Writing Program Administrator  [21598] ,"Fargo, ND 58108 ",https://apply.interfolio.com/26629,2014-2015
Singapore U of Technology & Design,"Postdoctoral Associate – Writing, Rhetoric, and Professional Communications  [21617] ",Singapore,https://apply.interfolio.com/26642,2014-2015
U of Alabama,"Composition, Rhetoric, and English Studies (CRES)  [21648] ","Tuscaloosa, AL 35487 ",https://apply.interfolio.com/26649,2014-2015
"U of California, Berkeley",Assistant Professor of the History and Rhetoric of Science and Technology  [21614] ,"Berkeley, CA 94720 ",https://apply.interfolio.com/26661,2014-2015
U of Central Florida,"Assistant Professor, Writing and Rhetoric  [21642] ","Orlando, FL 32816 ",https://apply.interfolio.com/26646,2014-2015
"U of Massachusetts, Dartmouth",Assistant Professor -Writing Digital and New Media  [21654] ,"North Dartmouth, MA 02747 ",https://apply.interfolio.com/26653,2014-2015
"U of Wisconsin, Eau Claire",Assistant Professor in Rhetoric and Composition: Digital Literacies Specialist  [21670] ,"Eau Claire, WI 54702 ",https://apply.interfolio.com/26657,2014-2015
"U of Wisconsin, Oshkosh",Assistant Professor of Professional Writing and Digital Humanities  [21601],"Oshkosh, WI 54901",https://apply.interfolio.com/26632,2014-2015
"SU of New York, U at Albany",WCI Lecturers  [21674] ,"Albany, NY 12222 ",https://apply.interfolio.com/26681,2014-2015
U of Massachusetts,Associate or Full Professor in Composition/Rhetoric [21639],"Amherst, MA 01003 ",https://apply.interfolio.com/26694,2014-2015
Appalachian SU,Assistant or Associate Professor of Professional Writing [21691],"Boone, NC 28608",https://apply.interfolio.com/26802,2014-2015
Auburn U,Assistant Professor of Rhetoric and Compostion  [21702] ,"Auburn University, AL 36849 ",https://apply.interfolio.com/26808,2014-2015
Brigham Young U-Hawaii,Open Rank Position in English  [21686] ,"Laie, HI 96762 ",https://apply.interfolio.com/26799,2014-2015
Eastern Michigan U,Assistant Professor in Rhetoric/Writing-Technical Communications  [21731] ,"Ypsilanti, MI 48197 ",https://apply.interfolio.com/26850,2014-2015
Elon U,"Assistant Professor of English, Tenure-track  [21720] ","Elon, NC 27244 ",https://apply.interfolio.com/26813,2014-2015
"Indiana U-Purdue U, Indianapolis",Assistant Professor of English (Composition/Rhetoric and Writing Center Director)  [21752] ,"Indianapolis, IN 46202 ",https://apply.interfolio.com/26831,2014-2015
Saint Edward's U,Tenure-Track Assistant Professor (Professional Writing)  [21744] ,"Austin, TX 78704 ",https://apply.interfolio.com/26826,2014-2015
Swarthmore C,Assistant Director of the Writing Associates Program  [21715] ,"Swarthmore, PA 19081 ",https://apply.interfolio.com/26761,2014-2015
Texas A&M U,Assistant Professor in the History and Theory of Rhetoric  [21724] ,"College Station, TX 77843 ",https://apply.interfolio.com/26762,2014-2015
"U of South Carolina, Aiken",Assistant Professor of English  [21704] ,"Aiken, SC 29801 ",https://apply.interfolio.com/26810,2014-2015
U of South Florida,Assistant Professor of English  [21753] ,"Tampa, FL 33620 ",https://apply.interfolio.com/26833,2014-2015
Vanderbilt U,Associate Director  [21732] ,"Nashville, TN 37235 ",https://apply.interfolio.com/26817,2014-2015
Arkansas Tech U,Assistant Professor of English [21850],"Russellville, AR 72801",https://apply.interfolio.com/26938,2014-2015
Dominican U of California,Assistant Professor of English  [21810] ,"San Rafael, CA 94901",https://apply.interfolio.com/26967,2014-2015
Franklin C,Assistant Professor of English  [21841] ,"Franklin, IN 46131",https://apply.interfolio.com/26976,2014-2015
Idaho SU,Assistant Professor of English  [21842] ,"Pocatello, ID 83209 ",https://apply.interfolio.com/26988,2014-2015
Lawrence Tech U,Assistant Professor of Composition [21771],"Southfield, MI 48075 ",https://apply.interfolio.com/26946,2014-2015
Lewis U,Assistant Professor of English [21809],"Romeoville, IL 60446",https://apply.interfolio.com/26966,2014-2015
North Carolina SU,"Assistant/Associate Professor, Technical/Scientific Communication [21859]","Raleigh, NC 27695 ",https://apply.interfolio.com/26982,2014-2015
Old Dominion U,Writing Studies - Senior-Level Appointment  [21782] ,"Norfolk, VA 23529 ",https://apply.interfolio.com/26953,2014-2015
Rochester Inst of Tech,Assistant Professor - Digital Humanities  [21780] ,"Rochester, NY 14623",https://apply.interfolio.com/26951,2014-2015
"SU of New York, C at Cortland","Assistant Professor in New Media, Rhetoric, Professional Writing  [21857]","Cortland, NY 13045 ",https://apply.interfolio.com/26981,2014-2015
Samford U,Director of Writing and Communication Arts  [21869] ,"Birmingham, AL 35229",https://apply.interfolio.com/26984,2014-2015
"U of California, Santa Barbara",UCSB Writing Program Lectureship in Composition [21820],"Santa Barbara, CA 93106",https://apply.interfolio.com/26974,2014-2015
"U of Houston, Downtown",Assistant Professor of English  [21795] ,"Houston, TX 77002",https://apply.interfolio.com/26889,2014-2015
U of Tampa,Assistant Professor of English  [21804] ,"Tampa, FL 33606 ",https://apply.interfolio.com/26964,2014-2015
U of Waterloo,Assistant Professor of Writing Studies  [21824] ,"Waterloo, ON Canada N2L 3G1 ",https://apply.interfolio.com/26920,2014-2015
Utah SU,"Assistant Professor of Technical and Professional Communication  [21803]
","Logan, UT 84322",https://apply.interfolio.com/26963,2014-2015
Zayed U,Assistant/Associate/Full Professors Department of English and Writing Studies University College [21811],"Abu Dhabi, United Arab Emirates ",https://apply.interfolio.com/26968,2014-2015
Murray State University ,Assistant Professor of English--Medieval literature/German  [21865] ,"Murray, KY 42071",https://apply.interfolio.com/27028,2014-2015
Appalachian SU,Assistant or Associate Professor of Rhetoric and Composition [21870],"Boone, NC 28608 ",https://apply.interfolio.com/27030,2014-2015
Armstrong Atlantic SU,Assistant Professor of Professional Writing [21950],"Savannah, GA 31419",https://apply.interfolio.com/27160,2014-2015
"California SU, Stanislaus",Assistant Professor of English with an emphasis in Professional Writing [21953],"Turlock, CA 95382",https://apply.interfolio.com/27164,2014-2015
Georgia Inst of Tech,Tenure-Track Assistant Professor of Technical Communication [21875],"Atlanta, GA 30332 ",https://apply.interfolio.com/27096,2014-2015
Georgia Regents U,Assistant or Associate Professor of English  [21910] ,"Augusta, GA 30912 ",https://apply.interfolio.com/27110,2014-2015
"Indiana U-Purdue U, Fort Wayne",Assistant Professor of English / Writing Center Advisor  [21938] ,"Fort Wayne, IN 46805",https://apply.interfolio.com/27128,2014-2015
Luther C,Assistant Professor of English and College Writing Director [21917],"Decorah, IA 52101",https://apply.interfolio.com/27114,2014-2015
Mt Mary U,Assistant Professor English (Creative Writing and Literature) [21935],"Milwaukee, WI 53222",https://apply.interfolio.com/27126,2014-2015
Mt Mary U,Assistant Professor English (New Media and Professional Writing) [21936],"Milwaukee, WI 53222",https://apply.interfolio.com/27127,2014-2015
Northeastern U,"Associate or Full Professor, Rhetoric and Composition [21921]","Boston, MA 02115",https://apply.interfolio.com/27115,2014-2015
"Penn State U, New Kensington",Assistant Professor of English  [21876] ,"New Kensington, PA 15068",https://apply.interfolio.com/27097,2014-2015
"Southern Illinois U, Edwardsville",Assistant Professor of English: Rhetoric and Composition Studies [21949],"Edwardsville, IL 62026 ",https://apply.interfolio.com/27159,2014-2015
"U of Pittsburgh, Bradford","Assistant Professor, Composition & Rhetoric, Coordinator of Composition Program [21899]","Bradford, PA 16701",https://apply.interfolio.com/27118,2014-2015
"U of Wisconsin, Milwaukee","Tenure-Track, Open Rank Rhetoric and Composition  [21897] ","Milwaukee, WI 53201",https://apply.interfolio.com/27107,2014-2015
Western Oregon U,Assistant Professor of English Writing [21956],"Monmouth, OR 97361",https://apply.interfolio.com/27168,2014-2015
Westminster C,Assistant Professor of English (Media Studies or Digital Humanities) [21926],"Salt Lake City, UT 84105",https://apply.interfolio.com/27122,2014-2015
"U of North Carolina, Chapel Hill",Assistant Professor in Digital Humanities [21947],"Chapel Hill, NC 27599 ",https://apply.interfolio.com/27154,2014-2015
Angelo SU,Assistant Professor of English  [21972] ,"San Angelo, TX 76909",https://apply.interfolio.com/27282,2014-2015
Bowdoin C,Director of Writing and Rhetoric.  [22014] ,"Brunswick, ME 04011",https://apply.interfolio.com/27296,2014-2015
George Mason U,Assistant Professor of English with an emphasis in Professional Writing [21953],"Fairfax, VA 22030 ",https://apply.interfolio.com/27292,2014-2015
George Mason U,"Director of Composition, Assistant Professor  [22007] ","Fairfax, VA 22030",https://apply.interfolio.com/27293,2014-2015
Indiana U of Pennsylvania,"Assistant Professor, Basic Writing [22046]","Indiana, PA 15705",https://apply.interfolio.com/27346,2014-2015
Iowa SU,Associate or Full Professor and ISUComm Director [22017],"Ames, IA 50011 ",https://apply.interfolio.com/27297,2014-2015
Judson C,Assistant Professor of English  [22039] ,"Marion, AL 36756",https://apply.interfolio.com/27311,2014-2015
Missouri U of Science & Tech,Assistant Teaching Professor  [22034] ,"Rolla, MO 65409",https://apply.interfolio.com/27307,2014-2015
New Mexico Highlands U,ASSISTANT PROFESSOR OF ENGLISH (Tenure-Track)  [22038] ,"Las Vegas, NM 87701 ",https://apply.interfolio.com/27310,2014-2015
Northwestern U,Computation and Communication/Media Studies/Organizations and Networks  [22006] ,"Evanston, IL 60208 ",https://apply.interfolio.com/27339,2014-2015
"Penn State U, Abington",Lecturer in Writing  [21971] ,"Abington, PA 19001",https://apply.interfolio.com/27281,2014-2015
Spelman C,"Director of Writing Center, Associate Professor of Rhetoric/Composition [21968]","Atlanta, GA 30314 ",https://apply.interfolio.com/27280,2014-2015
U of Dayton,Assistant Professor of English  [21962] ,"Dayton, OH 45469 ",https://apply.interfolio.com/27278,2014-2015
"U of Illinois, Springfield",Assistant Professor composition/rhetoric [21960],"Springfield, IL 62703 ",https://apply.interfolio.com/27276,2014-2015
U of Mississippi,Instructor of Composition and Rhetoric  [21978] ,"University, MS 38677 ",https://apply.interfolio.com/27284,2014-2015
"U of Nevada, Reno",Assistant Professor (English: Writing in the Disciplines (WAC/WID) and Professions  [21974] ,"Reno, NV 89557 ",https://apply.interfolio.com/27283,2014-2015
U of Oklahoma,Professor or Associate Professor of English in Composition-Rhetoric  [22001] ,"Norman, OK 73019",https://apply.interfolio.com/27289,2014-2015
U of Oklahoma,Assistant Professor of English in Eighteenth/Nineteenth Century Composition and Rhetorical Theory  [22002] ,"Norman, OK 73019",https://apply.interfolio.com/27290,2014-2015
"U of Wisconsin, Stout","Assistant Professor of Professional Communication, Digital Journalism/Humanities/Rhetorics  [22027] ","Menomonie, WI 54751 ",https://apply.interfolio.com/27304,2014-2015
U of Wyoming,Associate or Full Professor of Rhetoric and Composition to serve as Writing Programs Administrator  [22042] ,"Laramie, WY 82071",https://apply.interfolio.com/27340,2014-2015
Wesleyan C,Assistant Professor of English  [22028] ,"Macon, GA 31210 ",https://apply.interfolio.com/27305,2014-2015
"C of Staten Island, CUNY","Writing Program Administrator (Assistant, Associate, or Full Professor with Tenure Possible  [22116] ","Staten Island, NY 10314",https://apply.interfolio.com/27448,2014-2015
"C of Staten Island, CUNY",Assistant Professor - Composition / Rhetoric  [22117] ,"Staten Island, NY 10314",https://apply.interfolio.com/27449,2014-2015
Daemen C,Assistant Professor Rhetoric and Composition  [22101] ,"Amherst, NY 14226 ",https://apply.interfolio.com/27442,2014-2015
Dartmouth C,Director of Student Support Services  [22073] ,"Hanover, NH 03755",http://apply.interfolio.com/27272,2014-2015
Eastern U,Assistant Professor of Writing  [22104] ,"St Davids, PA 19087",https://apply.interfolio.com/27443,2014-2015
Georgetown U,Lannan Foundation Chair of Poetics at Georgetown University  [22054] ,"Washington, DC 20057",https://apply.interfolio.com/27428,2014-2015
Indiana U of Pennsylvania,"Assistant Professor, Composition Studies  [22047] ","Indiana, PA 15705 ",https://apply.interfolio.com/27349,2014-2015
