Institution,Position,Address,URL
Minnesota State University,Director of Developmental Writing & Concurrent Enrollment [rhetmap 2],"Mankato, MN",http://agency.governmentjobs.com/mankato/default.cfm?action=viewJob&jobID=1006730&hit_count=yes&headerFooter=1&promo=0&transfer=0&WDDXJobSearchParams=%253CwddxPacket%20version%253D%25271%252E0%2527%253E%253Cheader%252F%253E%253Cdata%253E%253Cstruct%253E%253Cvar%20name%253D%2527CATEGORYID%2527%253E%253Cstring%253E%253C%252Fstring%253E%253C%252Fvar%253E%253Cvar%20name%253D%2527PROMOTIONALJOBS%2527%253E%253Cstring%253E0%253C%252Fstring%253E%253C%252Fvar%253E%253Cvar%20name%253D%2527TRANSFER%2527%253E%253Cstring%253E0%253C%252Fstring%253E%253C%252Fvar%253E%253Cvar%20name%253D%2527FIND_KEYWORD%2527%253E%253Cstring%253E%253C%252Fstring%253E%253C%252Fvar%253E%253C%252Fstruct%253E%253C%252Fdata%253E%253C%252FwddxPacket%253E
American U of Kuwait,Assistant Professor  [22495] ,"Safat, Kuwait",https://apply.interfolio.com/28202
Colgate U,Visiting Assistant Professor of Writing and Rhetoric  [22450] ,"Hamilton, NY 13346",https://apply.interfolio.com/28191
Midwestern SU,Assistant Professor of English (Creative Writing) tenure-track Fall 2015  [22496] ,"Wichita Falls, TX 76308",https://apply.interfolio.com/28203
New York U,LANGUAGE LECTURERS Expository Writing Program  [22490] ,"New York, NY 10003 ",https://apply.interfolio.com/28199
Roosevelt U,"Advanced Assistant Professor, Director of Undergraduate Writing  [22478] ","Chicago, IL 60605",https://apply.interfolio.com/28196
U of Maine,Assistant Professor of Composition or Writing Studies  [22472] ,"Orono, ME 04469",https://apply.interfolio.com/28192
"U of Montana, Missoula","Assistant Professor, Director of Composition  [22494] ","Missoula, MT 59812",https://apply.interfolio.com/28201
East Carolina U,QEP DIRECTOR  [22499] ,"Greenville, NC 27858",https://apply.interfolio.com/28221
Georgia Inst of Tech,Marion L. Brittain Postdoctoral Fellowship  [22530] ,"Atlanta, GA 30332",https://apply.interfolio.com/28306
Harper C,English Full Time Tenure Track Faculty  [22541] ,"Palatine, IL 60067 ",https://apply.interfolio.com/28299
Lenoir-Rhyne U,Assistant Professor/Instructor of English (Rhetoric and Composition)  [22520] ,"Hickory, NC 28601",https://apply.interfolio.com/28311
Monmouth U,"Assistant Professor, Rhetoric and Composition  [22537] ","West Long Branch, NJ 07764",https://apply.interfolio.com/28302
Northwest C,Instructor/Assistant Professor of English-2 positions  [22527] ,"St, Powell, WY 82435",https://apply.interfolio.com/28307
New York Inst of Tech,Assistant Professor Position in Composition and Rhetoric  [22515] ,"Old Westbury, NY 11568",https://apply.interfolio.com/28314
New York Inst of Tech,Assistant Professor Position in English Technical Communications  [22516] ,"Old Westbury, NY 11568",https://apply.interfolio.com/28313
Southwest Minnesota SU,Assistant Professor of English (Concurrent Enrollment & Composition)  [22521] ,"Marshall, MN 56258 ",https://apply.interfolio.com/28310
"U of Cincinnati, Blue Ash C",Visiting Assistant Professor of English (214UC9867)  [22536] ,"Blue Ash, OH 45236 ",https://apply.interfolio.com/28303
U of North Texas,Lecturer in Technical Communication  [22555] ,"Denton, TX 76203 ",https://apply.interfolio.com/28345
Butte C,English Instructor  [22576] ,"Oroville, CA 95965",https://apply.interfolio.com/28357
Southern New Hampshire U,Assistant Professor of English  [22574] ,"Manchester, NH 03106",https://apply.interfolio.com/28356
Mercyhurst U,Assistant Professor of English  [22608],"Erie, PA 16546 ",https://apply.interfolio.com/28430
New York U,FULL TIME CLINICAL ASSISTANT PROFESSOR IN FIRST-YEAR PROGRAM [22595],"715 Broadway, New York, NY 10003 ",https://apply.interfolio.com/28425
Scripps C,"Mary Routt Endowed Chair of Writing, Spring 2016  [22602] ","Claremont, CA 91711 ",https://apply.interfolio.com/28428
Georgia Southern U,Assistant Professor  [22598] ,"Statesboro, GA 30460 ",https://apply.interfolio.com/28427
U of Michigan,Lecturer III  [22592],"Ann Arbor, MI 48109",https://apply.interfolio.com/28423
Contra Costa Comm Coll District,English Assistant Professor  [22633] ,"Martinez, CA 94553",https://apply.interfolio.com/28513
Contra Costa Comm Coll District,English Assistant Professor  [22634] ,"Martinez, CA 94553",https://apply.interfolio.com/28514
Contra Costa Comm Coll District,English Assistant Professor (2 positions)  [22635] ,"Martinez, CA 94553",https://apply.interfolio.com/28515
MiraCosta Comm C,English Instructor (2015)  [22626] ,"Oceanside, CA 92056 ",https://apply.interfolio.com/28510
New York U Shanghai,FACULTY POSITIONS Writing Program NYU Shanghai  [22628] ,"Shanghai, China",https://apply.interfolio.com/28511
North Carolina Wesleyan C,Assistant Professor of English  [22636] ,"Rocky Mount, NC 27804 ",https://apply.interfolio.com/28516
Ohio U,Visiting Assistant Professor of English  [22620] ,"Athens, OH 45701",https://apply.interfolio.com/28508
Point Park U,Assistant Professor  [22637] ,"Pittsburgh, PA 15222",https://apply.interfolio.com/28517
Bates C,Department of English Mellon Post-doctoral Fellowship  [22654] ,"Lewiston, ME 04240",https://apply.interfolio.com/28484
Southwestern Oklahoma SU,"Instructor/Assistant Professor, Department of Language and Literature  [22668] ","Weatherford, OK 73096",https://apply.interfolio.com/28595
West Texas A&M U,Writing Instructor - Full Time  [22660] ,"Canyon, TX 79016",https://apply.interfolio.com/28580
Spring Hill C,Visiting Assistant Professor of English  [22695] ,"Mobile, AL 36608",https://apply.interfolio.com/28619
Marywood U,Assistant Professor in Professional Writing [22698],"Scranton, PA 18509",https://apply.interfolio.com/28654
Rochester Inst of Tech,Department of Liberal Studies Open Faculty (Tenure-track) Positions [22703],"Rochester, NY 14623",https://apply.interfolio.com/28666
Spelman College,"Assistant Professor of English (Rhetoric/Composition) [rhetmap 3]
","Atlanta, GA, 30314","https://www.hrapply.com/spelman/AppJobView.jsp?link=589&page=AppJobList.jsp&skimSessionName=com.hrlogix.view.cont.table.cs.req.JobListTable&skimName=requisition.requisition_id&skimNdx=0&op=reset        
"
Morgan State University,Assistant/Associate/Professor  [22715] ,"Baltimore, MD 21251 ",https://apply.interfolio.com/28683
West Virginia University,English Composition/Advising Specialist  [22729] ,"Morgantown, WV 26506",https://apply.interfolio.com/28738
U of Alabama,Multi-year Contract Instructor Positions - FY16  [22752] ,"Tuscaloosa, AL 35487 ",https://apply.interfolio.com/28812
U of Montevallo,"Assistant Professor, Rhetoric and Composition  [22764] ","Montevallo, AL 35115",https://apply.interfolio.com/28816
"U of Texas, Austin",Learning Specialist IV (English Curricular Innovation Coordinator)  [22756] ,"Austin, TX 78712 ",https://apply.interfolio.com/28813
Bard C,"English Composition, Co-Coordinator of the Writing Center  [22778] ","Abu Dis, Palestine",https://apply.interfolio.com/27948
Coastal Carolina U,Lecturer of English  [22775] ,"Conway, SC 29528",https://apply.interfolio.com/28892
Fairleigh Dickinson U,Assistant Professor of English  [22780] ,"Teaneck, NJ ",https://apply.interfolio.com/28895
Washington SU,Assistant or Associate Professor of English-Technical Communications  [22779] ,"Pullman, WA 99164 ",https://apply.interfolio.com/28894
American U of Beirut,Assistant professor in rhetoric and composition  [22825] ,"Beirut, Lebanon ",https://apply.interfolio.com/28984
Berry C,Director of Writing Center and Lecturer  [22815] ,"Berry, GA 30149 ",https://apply.interfolio.com/28980
Brown U,Digital Scholarship Editor  [22830] ,"Providence, RI 02912",https://apply.interfolio.com/28986
C of the Holy Cross,Visiting Full-time Faculty Position in Rhetoric and Composition  [22821] ,"Worcester, MA 01610",http://apply.interfolio.com/28826
Elgin Comm C,Adjunct Teaching Faculty - Accelerating Opportunity Support  [22822] ,"Elgin, IL 60123",https://apply.interfolio.com/28983
Zayed U,"Assistant/Associate/Full Professors,Department of English and Writing Studies,Zayed University  [22819] ","Dubai, United Arab Emirates ",http://www.mla.org/jil_listing?id=22819
C of the Holy Cross,Visiting Full-time Faculty Position in Rhetoric and Composition  [22821] ,"Worcester, MA 01610 ",http://apply.interfolio.com/28826
DePaul U,"Assistant Professor of Writing, Rhetoric, & Discourse  [22859] ","Chicago, IL 60614",https://apply.interfolio.com/29058
"U of Nevada, Reno",Term Lecturer-Writing  [22832] ,"Reno, NV 89557 ",https://apply.interfolio.com/29055
Wichita SU,Online English Coordinator  [22855] ,"Wichita, KS 67260",https://apply.interfolio.com/29057
Riverside City C,English Instructor [22886],"Riverside, CA 92506",https://apply.interfolio.com/29129
Stanford U,Online High School English Instructor 1 [22874],"Stanford, CA 94305 ",https://apply.interfolio.com/29125
"U of Nevada, Reno","Term Lecturer  [22872] 
","Reno, NV 89557 ",https://apply.interfolio.com/29123
U of Oklahoma,Instructor or Lecturer  [22895] ,"Norman, OK 73019 ",https://apply.interfolio.com/29131
U of South Florida,Visiting Instructors--English  [22873] ,"Tampa, FL 33620 ",https://apply.interfolio.com/29124
Washington & Jefferson C,Assistant Professor of English [22867],"Washington, PA 15301",https://apply.interfolio.com/29061
Whittier C,Visiting Assistant Professor of 18th and 19th century British Literature [22883],"Whittier, CA 90608 ",https://apply.interfolio.com/29106
Stevenson U,"Assistant/Associate Professor, English (New Media Writing & Digital Rhetoric)  [22897] ","Stevenson, MD 21153 ",https://apply.interfolio.com/29191
Christopher Newport U,Lecturer in English #8127  [22899] ,"Newport News, VA 23606 ",https://apply.interfolio.com/29192
Idaho SU,Assistant Lecturer in English  [22913] ,"Pocatello, ID 83209 ",https://apply.interfolio.com/29194
Tulane U,Post-Doctoral Fellowships  [22916] ,"New Orleans, LA 70118 ",https://apply.interfolio.com/29002
"U of Tennessee, Knoxville",Lecturer in English  [22912] ,"Knoxville, TN 37996 ",https://apply.interfolio.com/29193
,Visiting Assistant Professor of English  [22925] ,"Forest Grove, OR 97116 ",https://apply.interfolio.com/29246
Northeastern U,"Lecturer, Writing Program, Department of English [22941]","Boston, MA 02115 ",https://apply.interfolio.com/29293
Penn State U,Lecturers/Senior Lecturers in Business Writing PSU [22944],"University Park, PA 16802 ",https://apply.interfolio.com/29294
Tennessee Tech U,English Lecturer [22939],"Cookeville, TN 38505",https://apply.interfolio.com/29292
"U of Colorado, Colorado Springs",Visiting Assistant Professor--British Literature of the Long Eighteenth Century and Rhetoric/Writing [22952],"Colorado Springs, CO 80918 ",https://apply.interfolio.com/29316
U of Waterloo,Lecturer in Rhetoric and Writing Studies  [22943] ,"Waterloo, ON Canada ",https://apply.interfolio.com/29280
Alfaisal University,Assistant and/or Associate Professors of English [22964],"Riyadh, Saudi Arabia",https://apply.interfolio.com/29371
Hofstra U,Writing Center Administrator  [22954] ,"Hempstead, NY 11549",https://apply.interfolio.com/29203
"Lehman C, CUNY",Assistant Professor of English  [22963] ,"Bronx, NY 10468",https://apply.interfolio.com/29370
Whittier C,Visiting Assistant Professor of Journalism and New Media  [22959] ,"Whittier, CA 90608",https://apply.interfolio.com/29369
Brandeis U,Lecturer [22966],"Waltham, MA 02454",https://apply.interfolio.com/29434
C of the Canyons,English Instructor (Multiple Positions)  [22970] ,"Santa Clarita, CA 91355",https://apply.interfolio.com/29437
Columbia U,Lecturer in Discipline  [22975] ,"New York, NY 10027 ",https://apply.interfolio.com/29438
Hobart & William Smith Colleges,Visiting Instructor (One Year Temporary Position) Writing and Rhetoric Program [22969],"Geneva, NY 14456 ",https://apply.interfolio.com/29436
University of Rhode Island,Assistant Professor of Writing and Rhetoric [rhetmap 4],"Kingston, RI 02881",https://jobs.uri.edu/postings/280
Oklahoma State University ,Visiting Assistant Professor – Technical Writing/Composition  [22993] ,"Stillwater, OK 74078",https://apply.interfolio.com/29478
Oklahoma State University ,Visiting Assistant Professor – Technical Writing  [23031] ,"Stillwater, OK 74078",http://apply.interfolio.com/29551
"SU of New York, U at Albany",WCI Lecturers [23030],"Albany, NY 12222",https://apply.interfolio.com/29581
"U of Tennessee, Chattanooga",Lecturer of English [23039],"Chattanooga, TN 37403",https://apply.interfolio.com/29584
Oregon SU-Cascades Campus,Instructor - Writing  [23041] ,"Bend, OR 97701",https://apply.interfolio.com/29652
U of North Texas,Lecturer of English Composition  [23040] ,"Denton, TX 76203 ",https://apply.interfolio.com/29651
U of Pittsburgh,Lecturer in Composition  [23052] ,"Pittsburgh, PA 15260",https://apply.interfolio.com/29653
Ball SU,Contract Faculty Position--Writing Instructor  [23059] ,"Muncie, IN 47306",https://apply.interfolio.com/29715
Manhattan C,Visiting Professor/Instructor - One Year [23079],"Bronx, NY 10471",https://apply.interfolio.com/29796
Auburn U,Full Time Instructor  [23101] ,"Auburn University, AL 36849",https://apply.interfolio.com/29862
Columbia U,Lecturer in Discipline  [23102] ,"New York, NY 10027 ",https://apply.interfolio.com/29863
Seattle U,Instructor - Digital Cultures [rhetmap 5],"Seattle, WA 98122",https://jobs.seattleu.edu/postings/17765
"U Illinois, Chicago",Lecturer [23106],"Chicago, IL 60607",https://apply.interfolio.com/29927
Eureka C,Visiting Assistant Professor of American Literature [23111],"Eureka, IL 61530 ",https://apply.interfolio.com/30006
Eureka C,Visiting Assistant Professor of Rhetoric and Composition [23112],"Eureka, IL 61530 ",https://apply.interfolio.com/30007
U of Louisville,"Associate Director, University Writing Center, University of Louisville [23117]","Louisville, KY 40292 ",https://apply.interfolio.com/30012
U of South Alabama,tenure track Assistant Professor in Rhetoric/Composition [23115],"Mobile, AL 36688",https://apply.interfolio.com/30010
U of South Alabama,Non-Tenure Track Instructor [23116],"Mobile, AL 36688",https://apply.interfolio.com/30011
John Cabot University,Full-time tenure track faculty position in English Composition/Rhetoric  [23128] ,"Rome, Italy",https://apply.interfolio.com/30107
California Polytechnic SU,Full-Time Lecturer in English  [23129] ,"San Luis Obispo, CA 93407",https://apply.interfolio.com/30094
Georgia Regents U,Assistant Professor of English/Director of Freshman English  [23132] ,"Augusta, GA 30912",https://apply.interfolio.com/30178
American U of Kuwait,Faculty Openings AY2016-2017  [23143] ,Kuwait,https://apply.interfolio.com/30284
"U of Houston, Downtown","Lecturer, Composition  [23144] ","Houston, TX 77002",https://apply.interfolio.com/30285
"U of Houston, Downtown","Lecturer, Professional Writing  [23145] ","Houston, TX 77002",https://apply.interfolio.com/30286
