Institution,Position,Address,URL
U of Detroit Mercy,Writing Program Administrator/Associate or Assistant Professor of Rhetoric and Composition  [24396] ,"4001 W. McNichols, Detroit, MI 48221 ",https://apply.interfolio.com/33496
Westfield SU,"Assistant Professor, Composition and Rhetoric, Tenure Track  [24405] ","1630 577 Western Av, Westfield, MA 01086",https://apply.interfolio.com/33501
Contra Costa Comm Coll District,English Assistant Professor  [24475] ,"500 Court Street, Martinez, CA 94553 ",https://apply.interfolio.com/33594
"U of Washington, Tacoma",Lecturers in Composition/Rhetoric  [24472] ,"1900 Commerce Box 358436, Tacoma, WA 98402 ",https://apply.interfolio.com/33592
American U Kuwait ,Assistant Professor of English  [24491] ,"Safat, Kuwait ",https://apply.interfolio.com/33607
Contra Costa Comm Coll District,English Assistant Professor  [24497] ,"500 Court Street, Martinez, CA 94553 ",https://apply.interfolio.com/33651
Pasadena City C,ENGLISH INSTRUCTOR (4 Positions)  [24494] ,"1570 E Colorado Blvd, Pasadena, CA 91106 ",https://apply.interfolio.com/33650
Washington State U - Tri-Cities,Open Rank- Professor of Rhetoric and Composition [rhetmap 5],"Tri-Cities, WA",https://www.wsujobs.com/postings/23166
Hamilton College,Writing Center Director  [24511] ,"198 College Hill Road, Clinton, NY 13323",http://apply.interfolio.com/33639
"U of Virginia, C at Wise","Director, Writing Quality Enhancement Plan (QEP)  [24514] ","130 Zehmer Hall, Wise, VA 24293",https://apply.interfolio.com/33674
Bentley U,Lecturer  [24548] ,"175 Forest St AAC 091, Waltham, MA 02452",https://apply.interfolio.com/33743
Graceland U,Assistant Professor of British Literature  [24547] ,"1 University Pl, Lamoni, IA 50140",https://apply.interfolio.com/33742
MiraCosta C,English Instructor (2016)  [24537] ,"1 Barnard Dr, MS 8C, Oceanside, CA 92056",https://apply.interfolio.com/33738
Syracuse U,"Senior Lecturer, Professional and Technical Writing (non-tenure track)  [24540] ","239 H B Crouse Hall, Syracuse, NY 13244",https://apply.interfolio.com/33739
"U of Houston, Victoria","Assistant Editor, School of Arts and Sciences  [24545] ","3007 N Ben Wilson, Victoria, TX 77901 ",https://apply.interfolio.com/33741
"C of Staten Island, CUNY",Lecturer in English (2 Openings)  [24519] ,"2800 Victory Blvd, 2S-109, Staten Island, NY 10314",https://apply.interfolio.com/33732
Vanderbilt U,Assistant Director of the Writing Studio and Senior Lecturer  [24564] ,"117 Alumni Hall 2201 West End Avenue, Nashville, TN 37240 ",https://apply.interfolio.com/33812
Buena Vista U,Assistant Professor of English  [24579] ,"610 W 4th St, Storm Lake, IA 50588 ",https://apply.interfolio.com/33892
Morgan SU,Assistant/Associate/Professor of English  [24584] ,"1700 E Cold Spring Ln, 202 Holmes Hall, Baltimore, MD 21251 ",https://apply.interfolio.com/33894
U of Akron,"Faculty, English Department-Open Rank  [24571] ","Olin 301, Akron, OH 44325",https://apply.interfolio.com/33889
"U of Houston, Victoria","Coordinator, Press Development  [24569] ","3007 N Ben Wilson, Victoria, TX 77901",https://apply.interfolio.com/33888
U of Michigan,Lecturer III  [24570],"1310 North Quad, 105 S. State St., Ann Arbor, MI 48109 ",https://apply.interfolio.com/33897
Baylor University,Clinical Instructor in Business Writing [rhetmap 6],"Waco, TX 76798","https://apply.interfolio.com/30127	
"
Butler U,Full Time Instructor  [24602] ,"4600 Sunset Av, Indianapolis, IN 46208 ",https://apply.interfolio.com/33989
Cerritos C,Full-Time English Instructor  [24599] ,"11110 E Alondra Blvd, Norwalk, CA 90650 ",https://apply.interfolio.com/33986
Riverside City C,English Instructor  [24595] ,"4800 Magnolia Av, Riverside, CA 92506",https://apply.interfolio.com/33984
Riverside City C,Reading Instructor  [24596] ,"4800 Magnolia Av, Riverside, CA 92506",https://apply.interfolio.com/33985
U of Alabama,Multi-year Contract Instructor Positions - FY17  [24608] ,"Box 870244, Tuscaloosa, AL 35487",https://apply.interfolio.com/33991
"U of Houston, Victoria",Assistant Professor of English  [24591] ,"3007 N Ben Wilson, Victoria, TX 77901",https://apply.interfolio.com/33982
"U of Houston, Victoria",Assistant Professor of English  [24592] ,"3007 N Ben Wilson, Victoria, TX 77901",https://apply.interfolio.com/33983
U of Massachusetts,Lectuer in Electronic Literacies  [24600] ,"Bartlett Hall 130 Hicks Way, Amherst, MA 01003",https://apply.interfolio.com/33987
Raritan Valley Comm C,"Full-time Faculty - English, Tenure-Track  [24648] ","Lamington Rd & US Rte 28, Somerville, NJ 08876 ",https://apply.interfolio.com/34076
"U of Alabama, Huntsville",Lecturer  [24622] ,301 Sparkman Dr. Huntsville AL 35899,https://apply.interfolio.com/34071
"U of Alabama, Huntsville",Assistant Professor  [24623] ,301 Sparkman Dr. Huntsville AL 35899,https://apply.interfolio.com/34072
Missouri Western SU,Instructor of Composition  [24682] ,"4525 Downs Dr, St Joseph, MO 64507 ",https://apply.interfolio.com/34158
Western Washington U,Computer Systems and Network Manager  [24661] ,"516 High St MS 9055, Bellingham, WA 98225 ",https://apply.interfolio.com/34154
Drake U,Assistant Professor of Practice in Business Communications  [24701] ,"2847 University Ave, Des Moines, IA 50311",https://apply.interfolio.com/34240
Lafayette C,Visiting Assistant Professor of English  [24733] ,"111 Quad Dr, Easton, PA 18042 ",https://apply.interfolio.com/34361
Miami U,"Visiting Professor or Instructor, Business Communication  [24730] ","356 Bachelor Hall, Oxford, OH 45056 ",https://apply.interfolio.com/34360
"SU of New York, Buffalo State",Assistant Professor  [24714] ,"1300 Elmwood Av, Ketchum Hall 326, Buffalo, NY 14222 ",https://apply.interfolio.com/34356
U of Oklahoma,Renewable Term Instructor Positions in First-Year Composition  [24720] ,"760 Van Vleet Oval, Rm 113, Norman, OK 73019 ",https://apply.interfolio.com/34364
Canisius C,Assistant Professor of English  [24739] ,"2001 Main St, CT-905, Buffalo, NY 14208 ",https://apply.interfolio.com/34445
Haverford C,Writing Fellow for Haverford College's Writing Program  [24743] ,"370 Lancaster Av, Haverford, PA 19041",https://apply.interfolio.com/34294
"Penn State U, Erie, Behrend C",Assistant Professor of English and Writing Studies  [24740] ,"4701 College Dr, Erie, PA 16563",https://apply.interfolio.com/34446
"SU of New York, New Paltz",Lecturer in English (Composition)  [24749] ,"600 Hawk Dr, New Paltz, NY 12561",https://apply.interfolio.com/34449
Union U,Faculty Position in English  [24755],"1050 Union University Dr, Jackson, TN 38305",https://apply.interfolio.com/34451
West Virginia U,Teaching Assistant Professor – Undergraduate Writing/Advising Specialist  [24753] ,"1503 University Av, Morgantown, WV 26506",https://apply.interfolio.com/34450
Miami University,Visiting Assistant Professor in Professional Writing [rhetmap 7],"Oxford, OH 45056",http://miamioh.hiretouch.com/job-details?jobid=2479
Syracuse U,"Lecturer, Writing & Rhetoric (non-tenure-track)  [24806] ","Crouse Hall, Syracuse, NY 13244 ",https://apply.interfolio.com/34524
"U of Texas, Arlington",Associate Professor of English  [24803] ,"503 W. Third St., Arlington, TX 76019",https://apply.interfolio.com/34522
US Coast Guard Academy,LECTURER - ENGLISH  [24816] ,"27 Mohegan Av, Humanities Dept, New London, CT 06320",https://apply.interfolio.com/34525
Kent SU Stark Campus,Assistant Professor of English  [24855] ,"6000 Frank Avenue, North Canton, OH 44720 ",https://apply.interfolio.com/34608
Millikin U,Assistant Professor of English  [24839] ,"1184 W Main St, Decatur, IL 62522",http://apply.interfolio.com/34544
Auburn U,Instructor  [24867] ,"9030 Haley Ctr, Auburn University, AL 36849 ",https://apply.interfolio.com/34683
BNU-HKBU United International College,Assistant Professor / Associate Professor / Full Professor in English  [24871] ,"Zhuhai, China ",https://apply.interfolio.com/34686
Rollins C,"Lecturer, English  [24881] ","1000 Holt Av, Campus Box 2666, Winter Park, FL 32789",https://apply.interfolio.com/34690
Saint Olaf C,"Visiting Assistant Professor of English, 20th C British  [24879] ","1520 Saint Olaf Av, Northfield, MN 55057",https://apply.interfolio.com/34689
"U of Nevada, Reno",Term Lecturer  [24869] ,"Dept of English/0098, Reno, NV 89557 ",https://apply.interfolio.com/34684
Virginia Polytechnic Inst & SU,Visiting Assistant Professor of English  [24889],"323 Shanks Hall 0112, Blacksburg, VA 24061 ",https://apply.interfolio.com/34767
Millikin U,Assistant Professor of English with an emphasis in Rhetoric and Professional Writing  [24888] ,"1184 W Main St, Decatur, IL 62522",https://apply.interfolio.com/34751
U of Evansville,First Year Seminar Instructor  [24900] ,"1800 Lincoln Av, Evansville, IN 47722",https://apply.interfolio.com/34809
Michigan State University ,"Michigan State University - Department of Writing, Rhetoric, and American Cultures  [24904] ","235 Bessey Hall, East Lansing, MI 48824",https://apply.interfolio.com/34869
Millersville U,ENGLISH DEPARTMENT ASSISTANT PROFESSOR IN SCIENCE/TECHNICAL WRITING - REVISED EXTENDED SEARCH  [24894] ,"Millersville, PA 17551",https://apply.interfolio.com/34873
"Penn State U, Harrisburg",Lecturer in English Composition  [24901] ,"777 W Harrisburg Pike, Middletown, PA 17057",https://apply.interfolio.com/34867
Augusta U,English Instructor  [24935] ,"1120 15th St, Augusta, GA 30912",https://apply.interfolio.com/34948
Pacific Lutheran U,Visiting Assistant Professor/Instructor – Anglophone Post-Colonial Literatures and Composition  [24909],"Tacoma, WA 98447",https://apply.interfolio.com/34953
"SU of New York, U at Buffalo",CL2 Lecturer Posting Advertisement  [24936] ,"208 Davis Hall, Buffalo, NY 14260",https://apply.interfolio.com/34952
"Baruch College, CUNY",Writing Consultants [rhetmap 8],"55 Lexington Ave, New York, NY 10010",http://writingcenter.baruch.cuny.edu/seeking-consultants-for-fall-2016/
"SU of New York, U at Albany",Writing and Critical Inquiry Lecturers (2)  [24948] ,"1400 Washington Av Humanities 235, Albany, NY 12222 ",https://apply.interfolio.com/35028
Appalachian SU,"Lecturer, Rhetoric and Composition [24954]","ASU Box 32052, Boone, NC 28608",https://apply.interfolio.com/35131
Tulane U,Professors of Practice  [24956] ,"6823 St Charles Av, New Orleans, LA 70118",https://apply.interfolio.com/35088
California Inst of Tech,Hixon Postdoctoral Instructor in STEM Writing and Communication  [24965] ,"1200 E California Blvd H&SS 228-77, Pasadena, CA 91125",https://apply.interfolio.com/35241
U of Memphis,Senior Lecturer  [25010] ,"467 Patterson Hall, Memphis, TN 38152",https://apply.interfolio.com/35438
Washington U,Lecturer in English Composition  [24994] ,"1 Brookings Dr, Campus Box 1122, St Louis, MO 63130 ",https://apply.interfolio.com/35435
Georgia Inst of Tech,Brittain Fellowship: Tech Comm Position for Fall 2016  [25050] ,"686 Cherry St, 336 Skiles Bldg, Atlanta, GA 30332",https://apply.interfolio.com/35652
Ball State U,Instructor of English  [25110] ,"2000 W University Av Robert Bell 297, Muncie, IN 47306",https://apply.interfolio.com/35753
Texas A&M U,Lecturer in English  [25092] ,"4227 TAMU, College Station, TX 77843",https://apply.interfolio.com/35751
U of South Alabama,"Non-Tenure, 9-month, One Year Only Instructor  [25090] ","307 University Blvd, HUMB 240, Mobile, AL 36688",https://apply.interfolio.com/35750
U of British Columbia,Lecturer - Technical Communications  [25170] ,"Applied Science Lane, Vancouver V6T IV4, BC Canada",https://apply.interfolio.com/35871
Temple U,"Assistant Professor, Teaching & Instructional Track, First Year Writing Program  [25174]","1114 W Polett Walk, Philadelphia, PA 19122",https://apply.interfolio.com/35973
U of San Francisco,"One-Year Term Position, Rhetoric and Language  [25175]","2130 Fulton St, San Francisco, CA 94117",https://apply.interfolio.com/35974
Texas A&M U,"Lecturer, English Department, Texas A&M  [25252] ","4227 TAMU, College Station, TX 77843",https://apply.interfolio.com/36073
