Institution,Position,Address,URL
"CUNY-NYC College of Technology	
","Assistant Professor (Tenure Track) - Composition and Rhetoric [rhetmap 21]
","Brooklyn, New York	11216	","https://cuny.jobs/brooklyn-ny/assistant-professor-tenure-track-composition-and-rhetoric-english/B4ACF40739684906BE4F6BEFAD19F1F2/job/	
"
The University of Texas at El Paso,Visiting Assistant Professor of Rhetoric and Writing Studies [rhetmap 22],"El Paso, Texas 79968",https://www.utep.edu/liberalarts/english/news/career-opportunities.html
Carnegie Mellon U,"Assistant Teaching Professor (Rhetoric/Composition, Second Language Writing, Digital Humanities)  [30460] ","Pittsburgh, PA 15213",https://apply.interfolio.com/48453
Carnegie Mellon U,"Assistant Teaching Professor (Rhetoric/Composition, Second Language Writing, Professional and Techni  [30461] ","Pittsburgh, PA 15213",https://apply.interfolio.com/48442
New York U,"POSTDOCTORAL FACULTY FELLOW, Liberal Studies  [30457] ","New York, NY 10003",https://apply.interfolio.com/48261
Stanford U,OHS English Instructor  [30472] ,"Stanford, CA 94305",https://apply.interfolio.com/48574
U of Toledo,"Lecturer, English Composition  [30480]","Toledo, OH 43606",https://apply.interfolio.com/48715
U of Toledo,Visiting Instructor of English Composition  [30481] ,"Toledo, OH 43606",https://apply.interfolio.com/48717
U of Virginia,Assistant Professor in Academic and Professional Writing Non Tenure-Track  [30491] ,"Charlottesville, VA 22904",https://apply.interfolio.com/48719
"SU of New York, U at Buffalo","Clinical Assistant Professor, Professional Writing and Digital Communication  [30507] ","Buffalo, NY 14260",https://apply.interfolio.com/48858
U of Chicago ,Senior Lecturer in Public Speaking  [30502],"Chicago, IL 60637",https://apply.interfolio.com/48855
"U of Wisconsin, Parkside",Lecturer in English  [30504] ,"Kenosha, WI 53141",https://apply.interfolio.com/48856
Tiffin University ,Professor of English and Technical Writing [rhetmap 23] ,"Tiffin, OH 44883",http://www.tiffin.edu/about/employment/listings
Indiana SU,Assistant Professor of English—Director of Writing Programs  [30528] ,"Terre Haute, IN 47809",https://apply.interfolio.com/48996
Siena C,Teaching Assistant Professor of English  [30529] ,"Loudonville, NY 12211",https://apply.interfolio.com/49006
U of Alabama,Multi-year Contract Instructor Positions  [30567] ,"Tuscaloosa, AL 35487",https://apply.interfolio.com/49156
U of Cincinnati,Assistant Professor - Educator in Composition  [30543] ,"Cincinnati, OH 45221",https://apply.interfolio.com/49154
Lewis U,Assistant Professor of English  [30583] ,"Romeoville, IL 60446",https://apply.interfolio.com/49334
U of Cincinnati,Assistant Professor—Educator in Professional Writing  [30589] ,"Cincinnati, OH 45221",https://apply.interfolio.com/49337
U of Oklahoma,Renewable Term Faculty - First-Year Composition Program  [30575] ,"Norman, OK 73019",https://apply.interfolio.com/48744
"U of Tennessee, Knoxville",Lecturer in English  [30584] ,"Knoxville, TN 37996",https://apply.interfolio.com/49302
Auburn U,Postdoctoral Teaching Fellow  [30595],"Auburn University, AL 36849",https://apply.interfolio.com/49525
California Polytechnic SU,Full-Time Lecturer in English  [30604],"San Luis Obispo, CA 93407",https://apply.interfolio.com/49528
Grinnell C,Director of Academic Support for Writing and Speaking  [30610] ,"Grinnell, IA 50112",https://apply.interfolio.com/49539
Indiana SU,Assistant Professor of English—American Literature  [30598],"Terre Haute, IN 47809",https://apply.interfolio.com/49526
U of Chicago,Instructor of History and Theory of Rhetoric  [30606] ,"Chicago, IL 60637",https://apply.interfolio.com/49532
Missouri Western SU,Assistant Professor- Technical Communication  [30617] ,"St Joseph, MO 64507",https://apply.interfolio.com/49654
Oklahoma SU,"Visiting Assistant Professor–Composition, Technical Writing and/or Undergraduate Literature  [30618]","Stillwater, OK 74078",https://apply.interfolio.com/49655
Tulane U,Professors of Practice  [30631] ,"New Orleans, LA 70118",https://apply.interfolio.com/49574
"U of Illinois, Chicago",Lecturer - Department of English  [30615] ,"Chicago, IL 60607 ",https://apply.interfolio.com/49659
U of San Francisco,Dissertation Fellowship: Gerardo Marn Diversity Fellowship 2018-2019  [30613] ,"San Francisco, CA 94117",https://apply.interfolio.com/49658
Appalachian SU,"Lecturer, Rhetoric and Composition  [30641] ","Boone, NC 28608",https://apply.interfolio.com/49772
Georgia Inst of Tech,Professional and Technical Communication Coordinator  [30636] ,"Atlanta, GA 30332",https://apply.interfolio.com/49769
Hampden-Sydney C,Visiting Assistant Professors of Rhetoric  [30645] ,"Hampden-Sydney, VA 23943",https://apply.interfolio.com/49785
Utah SU,Postdoctoral Teaching Fellow--Technical Communication  [30652] ,"Logan, UT 84322",https://apply.interfolio.com/49869
Yale-NUS College,Lecturer in the Writers' Centre  [30659],"Singapore 138614, 01 Singapore",https://apply.interfolio.com/49870
Appalachian SU,Visiting Assistant Professorship in Rhetoric and Composition  [30723] ,"Boone, NC 28608",https://apply.interfolio.com/50027
Marian U,Adjunct Faculty- English  [30765] ,"Fond du Lac, WI 54935",https://apply.interfolio.com/50029
Minnesota State University Mankato,"Assistant Professor, English [rhetmap 24]","Mankato, MN 56001",https://www.governmentjobs.com/careers/mankato/jobs/2021262/english-assistant-professor-aa19054
Carnegie Mellon U,"Visiting Assistant Teaching Professor, Rhet/Comp, Second Lang. Writing, First-Year Writing Program  [30786] ","Pittsburgh, PA 15213",https://apply.interfolio.com/50026
Carnegie Mellon U,"Visiting Assistant Teaching Professor, Rhet/Comp, Writing for Prof. Contexts, 1st-Yr Writing Program  [30787] ","Pittsburgh, PA 15213",https://apply.interfolio.com/50043
Carnegie Mellon U,"Visiting Assistant Teaching Professor, Rhet/Comp, Writing About Data, First-Year Writing Program  [30788] ","Pittsburgh, PA 15213",https://apply.interfolio.com/50020
Louisiana SU & A&M C,Instructor - English (multiple positions)  [30844] ,"Baton Rouge, LA 70803",https://apply.interfolio.com/50158
"Sattler C	",Instructor for Expository Writing and History/Literature  [30847] ,"Boston, MA 02114",https://apply.interfolio.com/50160
U of Maryland Baltimore County,Lecturer in English  [30943] ,"Baltimore, MD 21250",https://apply.interfolio.com/46678
Morgan SU,Assistant Professor of English  [31023] ,"Baltimore, MD 21251",https://apply.interfolio.com/50441
U of Delaware,Postdoctoral Position in The Teaching of Writing  [31067],"Newark, DE 19716",https://apply.interfolio.com/50442
Drew U,Assistant Professor of Writing and Rhetoric and Director of First-Year Writing  [31143] ,"Madison, NJ 07940",https://apply.interfolio.com/50584
Michigan SU,Assistant Professors and Instructors  [31087,"Lansing, MI 48824",https://apply.interfolio.com/50582
Southwestern Oklahoma SU,Instructor of English  [31144] ,"Weatherford, OK 73096",https://apply.interfolio.com/50585
U of Connecticut,Instructor in Residence or Assistant Professsor in Residence  [31163],"Storrs, CT 06269 ",https://apply.interfolio.com/50586
Old Dominion University,Associate Professor/Associate Chair of Writing Studies [rhetmap 25],"Norfolk, VA 23529",https://jobs.odu.edu/postings/7898
"SU of New York, C at Cortland",Instructor of English  [31223] ,"Cortland, NY 13045",https://apply.interfolio.com/50742
Temple U,Non-tenure-track Assistant Professor of Instruction in the First Year Writing Program  [31265,"Philadelphia, PA 19122 ",https://apply.interfolio.com/50672
"U of Nevada, Reno","Lecturer, English  [31224] ","Reno, NV 89557",https://apply.interfolio.com/50730
